,label,Keypoint1,Keypoint2,Keypoint3,Keypoint4,Keypoint5,Keypoint6,Keypoint7,Keypoint8,Keypoint9,Keypoint10,Keypoint11,Keypoint12,Keypoint13,Keypoint14,Keypoint15,Keypoint16,Keypoint17,Keypoint18,Keypoint19,Keypoint20,Keypoint21,Keypoint22,Keypoint23,Keypoint24,Keypoint25,Keypoint26,Keypoint27,Keypoint28,Keypoint29,Keypoint30,Keypoint31,Keypoint32,Keypoint33,Keypoint34,Keypoint35,Keypoint36,Keypoint37,Keypoint38,Keypoint39,Keypoint40,Keypoint41,Keypoint42,Keypoint43,Keypoint44,Keypoint45,Keypoint46,Keypoint47,Keypoint48,Keypoint49,Keypoint50,Keypoint51,Keypoint52,Keypoint53,Keypoint54,Keypoint55,Keypoint56,Keypoint57,Keypoint58,Keypoint59,Keypoint60,Keypoint61,Keypoint62,Keypoint63
0,E,0.6643099188804626,0.5767102241516113,-1.959257588168839e-06,0.469129741191864,0.5154839754104614,-0.0539390929043293,0.31869053840637207,0.419180303812027,-0.08733564615249634,0.21317723393440247,0.3387843668460846,-0.13069620728492737,0.09727630019187927,0.3007284104824066,-0.16168002784252167,0.49355727434158325,0.30222630500793457,0.0011072722263634205,0.517989456653595,0.18720421195030212,-0.1012093648314476,0.5296404957771301,0.2711106538772583,-0.16499987244606018,0.5178523063659668,0.3337995409965515,-0.19458013772964478,0.624098002910614,0.3004777729511261,-0.018821852281689644,0.6568643450737,0.18253393471240997,-0.1330520063638687,0.6444395184516907,0.2861364483833313,-0.1709204912185669,0.6216787695884705,0.3400745093822479,-0.17233601212501526,0.7388496994972229,0.32025158405303955,-0.05463185906410217,0.7815382480621338,0.21034729480743408,-0.1583372950553894,0.751068115234375,0.30450090765953064,-0.13218240439891815,0.7230973243713379,0.3580932915210724,-0.0881827175617218,0.8476003408432007,0.3546096980571747,-0.09564897418022156,0.8833458423614502,0.2748051881790161,-0.14727026224136353,0.8397903442382812,0.3350476622581482,-0.11134520173072815,0.8020808696746826,0.37450262904167175,-0.0719742402434349
1,E,0.6411706805229187,0.6385204792022705,-1.6066275065895752e-06,0.4728919565677643,0.5978943109512329,-0.07436639815568924,0.33794426918029785,0.49767032265663147,-0.11101671308279037,0.24460181593894958,0.4193097949028015,-0.15004512667655945,0.14514485001564026,0.3756684958934784,-0.17189869284629822,0.49864745140075684,0.37427568435668945,-0.030856799334287643,0.5162521600723267,0.25495558977127075,-0.13363786041736603,0.5168381929397583,0.3443533182144165,-0.1850876659154892,0.5142655968666077,0.40708819031715393,-0.20356567203998566,0.613030731678009,0.3744586408138275,-0.04070765897631645,0.6477556824684143,0.24790643155574799,-0.1576271504163742,0.621808648109436,0.3551627993583679,-0.18034358322620392,0.6017789244651794,0.41165468096733093,-0.16379104554653168,0.7159767150878906,0.3964977562427521,-0.06790337711572647,0.7588804364204407,0.28203949332237244,-0.1761993020772934,0.7161136865615845,0.3804160952568054,-0.14228945970535278,0.6883002519607544,0.43371233344078064,-0.08729545772075653,0.8155360221862793,0.432476669549942,-0.10185163468122482,0.8471981883049011,0.35543692111968994,-0.16436739265918732,0.7985206842422485,0.4172929525375366,-0.1319783329963684,0.7636538743972778,0.45667195320129395,-0.0896887257695198
2,E,0.36826518177986145,0.9864609241485596,-1.0889873465202982e-06,0.26898738741874695,0.9035783410072327,-0.03152129799127579,0.18549159169197083,0.7291649580001831,-0.04799504950642586,0.12278833985328674,0.5938723087310791,-0.06827503442764282,0.06326045095920563,0.5232465863227844,-0.0807165652513504,0.266712486743927,0.5296227335929871,-0.007445924449712038,0.27013254165649414,0.3238682150840759,-0.060101307928562164,0.27742958068847656,0.4702705144882202,-0.08967771381139755,0.2786857485771179,0.5774905681610107,-0.10227824002504349,0.3322254419326782,0.5252913236618042,-0.016851771622896194,0.34084266424179077,0.31375616788864136,-0.07281364500522614,0.3331260085105896,0.4925905168056488,-0.08550774306058884,0.32537218928337097,0.5906116962432861,-0.08127971738576889,0.39230281114578247,0.5606942772865295,-0.03509862348437309,0.4048100709915161,0.36407041549682617,-0.08553864806890488,0.3871570825576782,0.530806303024292,-0.06682425737380981,0.37713533639907837,0.6285280585289001,-0.041260574012994766,0.45065295696258545,0.6216926574707031,-0.05693918094038963,0.4638398289680481,0.4865127205848694,-0.0839511975646019,0.4366185665130615,0.5937052965164185,-0.06515343487262726,0.4195623993873596,0.6688550710678101,-0.04476238787174225
3,E,0.6575929522514343,0.5940203666687012,-6.428669507840823e-07,0.5009869337081909,0.5322906374931335,-0.09740155190229416,0.3648889362812042,0.4396436810493469,-0.16206909716129303,0.2689909338951111,0.3632753789424896,-0.2182702273130417,0.21077555418014526,0.3255576491355896,-0.26773151755332947,0.5088627338409424,0.27392980456352234,-0.13152393698692322,0.5318922400474548,0.20940899848937988,-0.18269863724708557,0.5271543264389038,0.28645530343055725,-0.19737868010997772,0.5073515772819519,0.32094529271125793,-0.20820586383342743,0.6325154900550842,0.27635130286216736,-0.115965336561203,0.6498972177505493,0.194241002202034,-0.17314419150352478,0.6325873136520386,0.30148863792419434,-0.18390154838562012,0.6102202534675598,0.34656020998954773,-0.19049856066703796,0.7469355463981628,0.30015504360198975,-0.10760365426540375,0.7623429894447327,0.21121010184288025,-0.16139228641986847,0.7308545708656311,0.317571222782135,-0.1546449363231659,0.6975849866867065,0.37070930004119873,-0.14870187640190125,0.8470242023468018,0.3464546799659729,-0.10809563845396042,0.8666805028915405,0.27755749225616455,-0.15388284623622894,0.8248081207275391,0.33561593294143677,-0.15442174673080444,0.7769154906272888,0.3764656186103821,-0.1526491343975067
4,E,0.5617680549621582,0.5094507336616516,-9.944753855961608e-07,0.4408620595932007,0.47361046075820923,-0.12348395586013794,0.34600937366485596,0.41150566935539246,-0.18639586865901947,0.2862399220466614,0.33873671293258667,-0.23421110212802887,0.2224912941455841,0.2880633473396301,-0.26193007826805115,0.42797598242759705,0.30944809317588806,-0.08745842427015305,0.49387452006340027,0.25121092796325684,-0.16389760375022888,0.5051633715629578,0.32265353202819824,-0.19385184347629547,0.4751036763191223,0.35946524143218994,-0.2044219821691513,0.5267568230628967,0.30837851762771606,-0.05758461728692055,0.5829152464866638,0.24602866172790527,-0.14640186727046967,0.5770475268363953,0.33236104249954224,-0.16609454154968262,0.5299502611160278,0.3554746210575104,-0.16177810728549957,0.6098714470863342,0.31812864542007446,-0.0429999902844429,0.6678789854049683,0.26460182666778564,-0.1313030868768692,0.6489531397819519,0.33861154317855835,-0.10978087037801743,0.5987703204154968,0.3645271062850952,-0.07530820369720459,0.6760788559913635,0.3357289731502533,-0.03766661137342453,0.7258918285369873,0.2981729805469513,-0.08744974434375763,0.7034988403320312,0.34451884031295776,-0.0669778510928154,0.6583291292190552,0.3646072745323181,-0.0406402125954628
5,E,0.5510673522949219,0.5848921537399292,-1.0964063221763354e-06,0.447771817445755,0.5562728643417358,-0.11574551463127136,0.3643743395805359,0.49051183462142944,-0.17261387407779694,0.31114906072616577,0.41730019450187683,-0.21508261561393738,0.251367449760437,0.3667971193790436,-0.23795320093631744,0.43558740615844727,0.3888899087905884,-0.08735323697328568,0.49398908019065857,0.32540374994277954,-0.17262016236782074,0.49885010719299316,0.40017494559288025,-0.20938396453857422,0.47549718618392944,0.44042450189590454,-0.22268427908420563,0.5235179662704468,0.386374831199646,-0.06180626526474953,0.5813266038894653,0.31643933057785034,-0.16576528549194336,0.5662608742713928,0.4064975082874298,-0.19134405255317688,0.5242486000061035,0.43682560324668884,-0.18657797574996948,0.5953671932220459,0.39731132984161377,-0.0504603311419487,0.6547571420669556,0.33987465500831604,-0.14622050523757935,0.6285480856895447,0.41660600900650024,-0.1258455514907837,0.5851572155952454,0.44752615690231323,-0.08874351531267166,0.6572813987731934,0.41631683707237244,-0.04762008786201477,0.705177903175354,0.37750163674354553,-0.10104260593652725,0.6774061322212219,0.42555275559425354,-0.08192126452922821,0.6331788301467896,0.44680899381637573,-0.05475548654794693
6,E,0.3159826397895813,0.890567421913147,-5.943331302660226e-07,0.25070101022720337,0.8432742953300476,-0.05790171027183533,0.19823041558265686,0.7346728444099426,-0.08487650752067566,0.16639165580272675,0.6051687002182007,-0.10491611063480377,0.13415202498435974,0.5170923471450806,-0.11456023901700974,0.23350512981414795,0.5563684105873108,-0.03435914218425751,0.2629382014274597,0.45045655965805054,-0.07619142532348633,0.2723595201969147,0.5694561004638672,-0.09560325741767883,0.26240283250808716,0.6376755237579346,-0.10305711627006531,0.28385499119758606,0.5480255484580994,-0.021676992997527122,0.3085651993751526,0.4376649856567383,-0.07188493013381958,0.3073202967643738,0.5839858651161194,-0.08551191538572311,0.2860821485519409,0.6341829299926758,-0.08386893570423126,0.3251301646232605,0.5636199712753296,-0.01676582358777523,0.35309749841690063,0.47041526436805725,-0.06585140526294708,0.3438481390476227,0.5979213118553162,-0.0554330088198185,0.3221246600151062,0.6503084897994995,-0.03614317253232002,0.3617405295372009,0.59549880027771,-0.016050832346081734,0.3838076889514923,0.5279075503349304,-0.04433035850524902,0.3713572025299072,0.6101832985877991,-0.03331154212355614,0.3484283983707428,0.6506423950195312,-0.017794480547308922
7,E,0.5388364791870117,0.5217338800430298,-8.159075832736562e-07,0.4429895579814911,0.47151604294776917,-0.07602425664663315,0.362190306186676,0.4045850932598114,-0.1218394935131073,0.29709911346435547,0.3368862271308899,-0.15933974087238312,0.22373265027999878,0.2943102717399597,-0.18528474867343903,0.4425336718559265,0.3034052550792694,-0.08544529229402542,0.5108480453491211,0.2658166289329529,-0.13527032732963562,0.5013571977615356,0.3470490872859955,-0.1478494107723236,0.4612363278865814,0.34478724002838135,-0.15588736534118652,0.5338301658630371,0.306820273399353,-0.07416530698537827,0.5798987150192261,0.2594962418079376,-0.13941562175750732,0.5582958459854126,0.35005784034729004,-0.15005511045455933,0.5204617381095886,0.3458619713783264,-0.1523914635181427,0.6116728782653809,0.3222741484642029,-0.06979890912771225,0.6568306088447571,0.26310160756111145,-0.13392116129398346,0.6301417946815491,0.34661146998405457,-0.1173679530620575,0.5903883576393127,0.355633407831192,-0.09874557703733444,0.6704711318016052,0.34690141677856445,-0.07083161175251007,0.7238337993621826,0.29605281352996826,-0.10856150835752487,0.6991477012634277,0.3480781018733978,-0.09689318388700485,0.6605761647224426,0.3636910915374756,-0.08528957515954971
8,E,0.5913424491882324,0.9068282842636108,-6.97677990046941e-07,0.49321216344833374,0.8488838076591492,-0.028727741912007332,0.4065888822078705,0.6785541772842407,-0.03876770660281181,0.3494020104408264,0.5467021465301514,-0.05395882576704025,0.2893856465816498,0.48593372106552124,-0.0643584206700325,0.471497505903244,0.49279576539993286,0.012480898760259151,0.4719982445240021,0.30184364318847656,-0.03046022728085518,0.4647095203399658,0.3645170331001282,-0.06098158657550812,0.4646947979927063,0.46995577216148376,-0.07416234910488129,0.5312290191650391,0.4734800457954407,0.004628724884241819,0.5330767035484314,0.25762850046157837,-0.04161685332655907,0.5222563743591309,0.3617507815361023,-0.065589040517807,0.519912838935852,0.47184908390045166,-0.06871026009321213,0.5874965786933899,0.4796207845211029,-0.012013792991638184,0.5898628830909729,0.28547894954681396,-0.05376270040869713,0.5759832262992859,0.38458043336868286,-0.06014500930905342,0.5733098387718201,0.491331547498703,-0.05131997540593147,0.6478850841522217,0.5031331181526184,-0.031985603272914886,0.6457178592681885,0.3512699604034424,-0.0562664195895195,0.6272468566894531,0.4022839665412903,-0.05462251231074333,0.6194009184837341,0.4797039031982422,-0.04620885103940964
9,E,0.5563703775405884,0.8983750343322754,-5.662879516421526e-07,0.48844894766807556,0.8757678270339966,-0.026592938229441643,0.4216058850288391,0.7301561236381531,-0.0374438650906086,0.37608781456947327,0.6207244396209717,-0.05231538414955139,0.3285328447818756,0.5727779865264893,-0.06219815835356712,0.47357261180877686,0.54225754737854,0.003941165283322334,0.47769472002983093,0.38542982935905457,-0.0399494506418705,0.4729272723197937,0.4609565734863281,-0.06551564484834671,0.4736870229244232,0.5570366978645325,-0.07396328449249268,0.5239025354385376,0.529071033000946,-0.0036449157632887363,0.533392071723938,0.345523476600647,-0.0523776113986969,0.5215271711349487,0.4649510085582733,-0.06688398122787476,0.5191402435302734,0.5636782646179199,-0.060215484350919724,0.5712724924087524,0.539107084274292,-0.01982926018536091,0.5810616612434387,0.3779269754886627,-0.06288649886846542,0.5651261210441589,0.48603904247283936,-0.05945741757750511,0.5585523843765259,0.5761619806289673,-0.04189087450504303,0.6195000410079956,0.5646669268608093,-0.03912593796849251,0.6244674921035767,0.4418265223503113,-0.0647093877196312,0.6061246991157532,0.5008753538131714,-0.05897743999958038,0.594764232635498,0.5695726275444031,-0.04562706872820854
